Citations,Auteur,Source,Thèmes,Nombre d'avis,Notes
"“Soumission. Patience dans l'inconfort, mais dans l'espoir d'une revanche qui en vaille la peine.”",Ambrose Bierce,Le dictionnaire du Diable,Patience,,
"“Il n’est rien de si aisé que de prêcher la patience aux affligés, quand on est dans la prospérité.”",Chevalier de Méré,"Maximes, sentences et réflexions morales et politiques",Patience,,
"“Celui qui s'est marié une fois mérite une couronne de patience, et celui qui s'est marié deux fois une camisole de force.”",Proverbe italien,,Patience,,
“On ne pourrait apprendre le courage et la patience s'il n'existait que de la joie dans le monde.”,Helen Keller ,,Patience,20,4
"“Pour cultiver l'amitié entre deux êtres, il faut parfois la patience de l'un des deux.”",Proverbe indien,,"Patience, Voeux",,
“On se marie par manque de jugement. On divorce par manque de patience. Et on se remarie par manque de mémoire.”,André Roussin,,Patience,,
"“Continuer à souffrir sans améliorer son sort n'est pas de la patience, c'est de l'ignorance.”",M. Mead,,Patience,,
"“Il faut trois sacs à un plaideur : un sac de papiers, un sac d'argent et un sac de patience.”",Proverbe français,,Patience,,
"“J’appelle sage celui qui, tout innocent qu’il est, supporte les injures et les coups avec une patience égale à sa force.”",Bouddha,Dhammapada,Patience,,
"“La simplicité est en définitive très difficile à atteindre. Elle repose sur l’attention, la pensée, le savoir et la patience.”",John Pawson,Minimum,Patience,,
“Tout européen qui vient en Inde acquiert la patience s’il n’en a pas et la perd s’il en a.”,Proverbe indien,,Patience,,
"“Dans l'adversité, on doit faire appel à la religion, à la patience, à l'ami et à l'épouse.”",Vikram Seth,Deux Vies,Patience,,
"“La patience est la plus héroïque des vertus, précisément parce qu'elle n'a pas la moindre apparence d'héroïsme.”",Giacomo Leopardi,Zibaldone,Patience,,
“L'avènement du cyberespace a eu pour principale conséquence d'abaisser le seuil de patience de l'humain postmoderne à un dixième de seconde.”,Jean Dion,Le Devoir - 11 Mai 2000,Patience,,
"“Si ce n'est aujourd'hui, ce sera demain : rappelons-nous que la patience est le pilier de la sagesse.”",Frédéric Mistral,Les Olivades,Patience,,
"“Le mécontentement ne vient pas avec l'échec, qui incite à la patience, mais avec le succès qui rend exigeant.”",André Frossard,Les Pensées,Patience,,
"“Ne soyez jamais trop impatient devant un feu rouge. Songez que, lui, il a eu la patience de vous attendre toute la journée.”",André Guillois,,Patience,,
"“Quand Dieu veut délivrer de leurs tentations ses enfants, il ne leur enlève pas les épreuves, mais leur donne la patience de les supporter.”",Saint Isaac Le Syrien,Oeuvres spirituelles,Patience,,
"“La jeunesse a une patience infinie, et d'autant plus méritoire que le temps, pour elle, se traîne avec une lenteur désespérante.”",Jean Dutourd,Les Horreurs de l'amour,Patience,,
"“Tu as tout à apprendre, tout ce qui ne s'apprend pas : la solitude, l'indifférence, la patience, le silence.”",Georges Perec,Un homme qui dort,Patience,,
"“La patience est ce qui ressemble le plus à l'indifférence de la mort, et la mort seule apporte une solution aux problèmes de vivre.”",Pierre Baillargeon,La neige et le feu,Patience,,
“L’homme est un animal rationnel qui perd patience lorsqu’on lui demande d’agir en accord avec les diktats de la raison.”,Orson Welles,,Patience,,
"“La patience vient à bout de tout. Elle use les coeurs, et les volontés, plus sûrement que l'eau la pierre.”",Harry Bernard,La Ferme des pins,Patience,,
"“La patience de la peine n'est pas infinie. Et le coeur ne peut que déborder, une fois passé le printemps de la vie.”",Donald Alarie,Jérôme et les mots,Patience,,
"“L'amour est une maladie qu'il faut ignorer ou supporter avec patience, ou guérir en faisant les plus grandes folies.”",Moses Isegawa,Chroniques abyssiniennes,Patience,,
"“Couper le tronc, les branches, les feuilles d'un arbre est chose aisée, tandis que la destruction des racines requiert de la patience.”",Jean-Marie Adiaffi,La Carte d'identité,Patience,,
"“L'histoire exige de la clarté, de la lucidité, de la patience mais aussi du style et de l'imagination. Du lyrisme en somme.”",Georges Duby,Entretien avec Antoine de Gaudemar - Octobre 1984,Patience,,
"“Les jeunes n'accomplissent pas vraiment la révolution, mais sans leur patience, leur dévotion, il n'y aurait pas de création de monde nouveau.”",Han Suyin,Entretien avec Claude Glayman - Février 1976,Patience,,
"“Voir, comparer, juger, déduire, conserver l’enthousiasme et le sang-froid, soumettre l’inspiration à la patience, voilà le grand secret.”",Alexandre Pothey,Fromage de Brie,Patience,,
"“Le combat de la laïcité est compliqué, réclame patience et pédagogie. Mais il n’est pas perdu d’avance.”",Michel Winock,"Le Monde Culture et Idées, 17 janvier 2015",Patience,,
"“Les troupes d’opéra avaient l’avantage d’apprendre la patience, en rodant des rôles de difficulté progressive.”",José Van Dam,"Le Figaro et vous, 27 février 2015",Patience,,
“Chaque européen qui vient en Inde apprend à avoir de la patience s'il n'en n'a pas et la perd s'il en a.”,Proverbe indien,,Patience,,
"“La femme idéale, pour l'homme, est une colombe qui a les qualités de la fourmi ; et l'homme idéal, pour la femme, est un lion avec la patience de l'agneau.”",Anonyme,,Patience,,
“Il n’y a point de chemin trop long à qui marche lentement et sans se presser ; il n’y a point d’avantages trop éloignés à qui s’y prépare par la patience.”,Jean de La Bruyère,Caractères,Patience,,
“Et il ne suffit pas d'avoir des souvenirs. Il faut savoir les oublier quand ils sont nombreux et il faut avoir la grande patience d'attendre qu'ils reviennent.”,Rainer Maria Rilke,,Patience,,
"“C’est peut-être chez les artisans qu’il faut aller chercher les preuves les plus admirables de la sagacité de l’esprit, de sa patience et de ses ressources.”",Denis Diderot,,Patience,,
"“La patience est la vertu des forts ; elle aplanit bien des fois les difficultés, met un baume sur les blessures et garde encore l'espérance, aux jours sombres.”",Emile Gagnon,Une fille est venue,Patience,,
"“Il ne faut pas trop taxer la patience des femmes sous prétexte qu'elles en ont beaucoup. Quand elles l'ont épuisée, les choses n'en vont que plus mal.”",Claire Martin,Doux-amer,Patience,,
"“Le monde est un bout de terrain, où pour trouver ce que l'on veut, il faut gratter le sol avec patience sans que la réussite soit garantie.”",Lao She,Un fils tombé du ciel,"Patience, Reussite",,
"“Celui qui, par quelque alchimie sait extraire de son coeur, pour les refondre ensemble, compassion, respect, besoin, patience, regret, surprise et pardon crée cet atome qu'on appelle l'amour.”",Khalil Gibran,,Patience,,
"“Ce n’est qu’au prix d’une ardente patience que nous pourrons conquérir la cité splendide qui donnera la lumière, la justice et la dignité à tous les hommes. Ainsi la poésie n’aura pas chanté en vain.”",Arthur Rimbaud,,Patience,,
"“Si vous êtes malade, ne le soyez pas trop longtemps. Tâchez de ne pas dépasser les 21 jours réglementaires, car, la patience des meilleurs amis est assez courte et vous auriez vite l'impression d'être délaissé.”",Sacha Guitry,La Maladie,Patience,,
"“L’archéologie est bien la plus noble des recherches, par sa minutie elle nous inculque la patience, par l’interprétation que l’on doit faire de nos découvertes, la sagesse.”",Savino Di Lernia,,Patience,,
“Ce ne serait pas une haine intelligente que la haine du luxe. Cette haine impliquerait la haine des arts.”,Victor Hugo,Les Misérables,Haine,,
"“La confraternité, cette haine vigilante.”",Carmen Tessier,,Haine,,
“La vérité engendre la haine.”,Proverbe allemand,,Haine,11,4
"“Si la haine répond à la haine, comment la haine finira-t-elle?”",Bouddha,,Haine,,
"“Puisque la haine ne cessera jamais avec la haine, la haine cessera avec l'amour.”",Bouddha,Suttapitaka Dighanikaya,Haine,,
“La haine n’a jamais rien créé.”,Dantès Bellegarde,Contre la haine,Haine,,
“Le monde est fatigué de la haine.”,Gandhi,,Haine,,
“La haine est fille de la crainte.”,Tertullien,,Haine,,
“La haine vient de la ressemblance.”,Jacques Attali,Fraternités - Une nouvelle utopie,Haine,,
“La haine donne une raison de vivre.”,Michel Bélil,Greenwich,Haine,15,4
“La haine seule fait des choix.”,Koan zen,,Haine,,
“Nul ne peut avoir Dieu en haine.”,Baruch Spinoza,L'Éthique,Haine,,
“La haine paie mieux que le mépris.”,Gérard Legrand,La brèche,Haine,,
“Jamais la haine ne cesse par la haine ; c'est la bienveillance qui réconcilie.”,Bouddha,,Haine,,
"“La colère est une haine ouverte et passagère ; la haine, une colère retenue et suivie.”",Charles Pinot Duclos,Considérations sur les moeurs de ce siècle,"Haine, Colere",,
"“L'amour est borgne, la haine est aveugle. ”",Proverbe allemand,,Haine,,
“Un peu de mépris épargne beaucoup de haine. ”,Jacques Deval,,Haine,,
“La haine aveugle n'est pas sourde.”,Pierre Desproges,Chroniques de la haine ordinaire,Haine,,
“La haine est l'amour qui a sombré.”,Sören Kierkegaard,Ou bien... Ou bien,Haine,,
"“La haine, c'est la vengeance du poltron.”",George Bernard Shaw,Major Barbara,Haine,,
“L'amour et la haine dépassent toujours les bornes. ”,Le Talmud,,Haine,,
“L'amour et la haine sont des parents consanguins.”,Proverbe allemand ,,Haine,5,4
“La haine est la conséquence de la peur.”,Cyril Connolly,The Unquiet Grave,Haine,,
“La haine du bourgeois est le commencement de la vertu.”,Gustave Flaubert,,Haine,,
"“Tous les sentiments guerriers viennent d’ambition, non de haine.”",Alain,,Haine,,
"“Obliger un ingrat, c’est acheter la haine.”",Proverbe français,,Haine,,
“Tout grief n’est pas nécessairement de la haine.”,William Shakespeare,Le marchand de Venise,Haine,,
"“La complaisance fait des amis, la franchise engendre la haine.”",Térence,L'Andrienne,Haine,,
"“La complaisance fait les amis, la vérité engendre la haine.”",Térence,L'Andrienne,Haine,,
"“Vous êtes son amour, craignez d'être sa haine.”",Pierre Corneille,Tite et Bérénice,Haine,,
“L’amour du méchant est plus dangereux que sa haine.”,Proverbe indien,,Haine,,
"“La haine, c’est l’hiver du coeur.”",Victor Hugo,Les Contemplations,Haine,,
“L’infusion préférée des politiciens : une “verve-haine”.”,Paul Carvel,Mots de tête,Haine,,
“A quoi bon aggraver notre tort par la haine ? ”,Victor Hugo,L'Année terrible,Haine,,
“Les larmes sont le seul remède contre la haine.”,Jean-Claude Izzo,Solea,Haine,,
“L'envie est plus irréconciliable que la haine.”,François de La Rochefoucauld,Réflexions ou sentences et maximes morales,Haine,,
"“La haine cela se guérit, seul le ridicule nous tue...”",J.-E. Larivière,L'Iris bleu,Haine,,
“La haine est le plus puissant des alcools en politique.”,Christine Ockrent,La Double Vie de Hillary Clinton,Haine,,
"“Appartenir à l’histoire, c’est appartenir à la haine.”",André Malraux,Les Chênes qu’on abat,Haine,,
"“La haine du grand pour le petit est le dégoût ; la haine du petit pour le grand, l'envie.”",Arthur Schnitzler,,Haine,,
“Les bienfaits accompagnés d’orgueil sont souvent payés de haine.”,Chevalier de Méré,"Maximes, sentences et réflexions morales et politiques",Haine,,
"“Il n'est pire haine que la haine de soi, car elle vous interdit d'aimer les autres.”",Jean-Michel Goldberg,Ecorché juif,Haine,,
“Il faut lui permettre la satire et la plainte : la haine renfermée est plus dangereuse que la haine ouverte.”,Denis Diderot,Principes de politique des souverains,Haine,,
"“En opposant la haine à la haine, on ne fait que la répandre, en surface comme en profondeur.”",Gandhi,Tous les hommes sont frères,Haine,,
"“La peur mène à la colère, la colère mène à la haine, la haine mène à la souffrance.”",George Lucas,"Star Wars, épisode 1","Haine, Colere",,
"“On ne peut battre son adversaire que par l’amour et non la haine. La haine est la forme la plus subtile de la violence. La haine blesse celui qui hait, et non le haï.”",Gandhi,,Haine,,
"“L'amour et la haine sont des sentiments qui s'alimentent par eux-mêmes, mais des deux la haine a la vie plus longue.”",Honoré de Balzac,,Haine,,
“La haine trouble la vie ; l’amour la rend harmonieuse. La haine obscurcit la vie ; l’amour la rend lumineuse.”,Martin Luther King,The Words of Martin Luther King,Haine,,
"“L'ignorance mène à la peur, la peur mène à la haine et la haine conduit à la violence. Voilà l'équation.”",Averroès ,,Haine,28,4
"“La peur est le chemin vers le côté obscur: la peur mène à la colère, la colère mène à la haine, la haine… mène à la souffrance.”",Anonyme,,"Haine, Colere",,
“Comme il est facile de se laisser submerger par la haine !”,Bernard Werber,Les Thanatonautes,Haine,,
"“On peut faire beaucoup avec la haine, mais encore plus avec l'amour.”",William Shakespeare,,Haine,,
“Il n'y a que la haine pour rendre les gens intelligents.”,Albert Camus,,Haine,,
“La haine est ce qu'il y a de plus clairvoyant après le génie.”,Claude Bernard,,Haine,,
“La haine n'est pas moins volage que l'amitié.”,Vauvenargues,,Haine,,
"“Il n'est point de haine implacable, sauf en amour.”",Properce,Elégies,Haine,,
“Je suis né pour partager l'amour et non la haine.”,Sophocle,,Haine,,
“Il y a pire que la haine ; il y a l'indifférence.”,Yvon Deveault,,Haine,,
"“Lorsque notre haine est trop vive, elle nous met au-dessous de ceux que nous haïssons.”",François de La Rochefoucauld,,Haine,,
“La haine rend non seulement aveugle et sourd mais incroyablement bête.”,Konrad Lorenz,Les Huit Péchés capitaux de notre civilisation,Haine,,
